part_id,hh_id,part_age,part_gender,country
635,HH579,66,M,Zimbabwe
636,HH580,7,F,Zimbabwe
637,HH581,9,"",Zimbabwe
638,HH582,15,F,Zimbabwe
639,HH583,18,F,Zimbabwe
640,HH584,42,M,Zimbabwe
641,HH585,14,F,Zimbabwe
642,HH586,18,F,Zimbabwe
643,HH587,37,M,Zimbabwe
644,HH588,37,M,Zimbabwe
645,HH589,57,M,Zimbabwe
646,HH590,22,F,Zimbabwe
647,HH591,14,M,Zimbabwe
648,HH592,10,M,Zimbabwe
649,HH593,16,F,Zimbabwe
650,HH594,15,M,Zimbabwe
651,HH595,8,M,Zimbabwe
652,HH596,9,F,Zimbabwe
653,HH597,56,M,Zimbabwe
654,HH598,61,M,Zimbabwe
655,HH599,36,M,Zimbabwe
656,HH600,38,M,Zimbabwe
657,HH601,19,F,Zimbabwe
658,HH602,19,M,Zimbabwe
659,HH603,45,F,Zimbabwe
660,HH604,3,F,Zimbabwe
661,HH605,10,M,Zimbabwe
662,HH606,4,F,Zimbabwe
663,HH607,13,M,Zimbabwe
664,HH608,2,F,Zimbabwe
665,HH609,1,M,Zimbabwe
666,HH610,1,"",Zimbabwe
667,HH611,5,M,Zimbabwe
668,HH612,11,M,Zimbabwe
669,HH613,23,M,Zimbabwe
670,HH613,0,F,Zimbabwe
671,HH614,3,M,Zimbabwe
672,HH615,10,M,Zimbabwe
673,HH616,23,F,Zimbabwe
674,HH617,10,F,Zimbabwe
675,HH618,4,F,Zimbabwe
676,HH619,18,F,Zimbabwe
677,HH620,58,M,Zimbabwe
678,HH621,46,M,Zimbabwe
679,HH622,2,M,Zimbabwe
680,HH623,20,F,Zimbabwe
681,HH624,12,F,Zimbabwe
682,HH625,7,M,Zimbabwe
683,HH626,33,M,Zimbabwe
684,HH627,39,M,Zimbabwe
685,HH628,10,M,Zimbabwe
686,HH629,64,"",Zimbabwe
687,HH630,54,M,Zimbabwe
688,HH631,18,M,Zimbabwe
689,HH631,0,F,Zimbabwe
690,HH632,1,"",Zimbabwe
691,HH633,57,M,Zimbabwe
692,HH634,6,M,Zimbabwe
693,HH635,61,F,Zimbabwe
694,HH636,54,F,Zimbabwe
695,HH637,15,F,Zimbabwe
696,HH638,1,M,Zimbabwe
697,HH639,37,M,Zimbabwe
698,HH640,0,F,Zimbabwe
699,HH641,29,F,Zimbabwe
700,HH642,8,F,Zimbabwe
701,HH643,50,M,Zimbabwe
702,HH643,18,F,Zimbabwe
703,HH644,1,F,Zimbabwe
704,HH645,36,F,Zimbabwe
705,HH646,17,M,Zimbabwe
706,HH647,29,M,Zimbabwe
707,HH647,0,"",Zimbabwe
708,HH648,46,M,Zimbabwe
709,HH648,0,M,Zimbabwe
710,HH649,31,F,Zimbabwe
711,HH650,50,M,Zimbabwe
712,HH651,2,M,Zimbabwe
713,HH652,2,M,Zimbabwe
714,HH653,9,M,Zimbabwe
715,HH654,50,F,Zimbabwe
716,HH655,1,F,Zimbabwe
717,HH656,7,M,Zimbabwe
718,HH657,10,F,Zimbabwe
719,HH658,10,M,Zimbabwe
720,HH659,0,F,Zimbabwe
721,HH660,0,"",Zimbabwe
722,HH661,0,"",Zimbabwe
723,HH662,18,M,Zimbabwe
724,HH662,0,"",Zimbabwe
725,HH663,13,M,Zimbabwe
726,HH664,71,"",Zimbabwe
727,HH665,14,F,Zimbabwe
728,HH666,17,F,Zimbabwe
729,HH667,68,F,Zimbabwe
730,HH668,5,M,Zimbabwe
731,HH669,15,M,Zimbabwe
732,HH670,18,M,Zimbabwe
733,HH671,60,M,Zimbabwe
734,HH672,1,M,Zimbabwe
735,HH673,63,M,Zimbabwe
736,HH674,39,M,Zimbabwe
737,HH675,18,F,Zimbabwe
738,HH676,41,F,Zimbabwe
739,HH677,31,M,Zimbabwe
740,HH678,1,M,Zimbabwe
741,HH679,46,M,Zimbabwe
742,HH680,44,M,Zimbabwe
743,HH681,12,M,Zimbabwe
744,HH682,9,M,Zimbabwe
745,HH683,16,F,Zimbabwe
746,HH684,12,F,Zimbabwe
747,HH685,15,F,Zimbabwe
748,HH686,63,M,Zimbabwe
749,HH687,17,F,Zimbabwe
750,HH688,57,M,Zimbabwe
751,HH689,13,M,Zimbabwe
752,HH690,57,M,Zimbabwe
753,HH691,13,"",Zimbabwe
754,HH691,11,M,Zimbabwe
755,HH692,37,M,Zimbabwe
756,HH693,6,M,Zimbabwe
757,HH694,4,M,Zimbabwe
758,HH695,17,F,Zimbabwe
759,HH696,76,M,Zimbabwe
760,HH697,10,M,Zimbabwe
761,HH698,55,M,Zimbabwe
762,HH699,76,M,Zimbabwe
763,HH700,30,M,Zimbabwe
764,HH701,45,M,Zimbabwe
765,HH702,35,F,Zimbabwe
766,HH703,11,M,Zimbabwe
767,HH704,1,F,Zimbabwe
768,HH705,9,F,Zimbabwe
769,HH706,3,M,Zimbabwe
770,HH707,9,M,Zimbabwe
771,HH708,3,M,Zimbabwe
772,HH709,38,F,Zimbabwe
773,HH710,11,M,Zimbabwe
774,HH711,29,F,Zimbabwe
775,HH711,23,M,Zimbabwe
776,HH711,10,"",Zimbabwe
777,HH712,39,M,Zimbabwe
778,HH713,10,F,Zimbabwe
779,HH714,23,M,Zimbabwe
780,HH715,48,F,Zimbabwe
781,HH715,0,"",Zimbabwe
782,HH716,15,M,Zimbabwe
783,HH717,9,M,Zimbabwe
784,HH718,2,M,Zimbabwe
785,HH719,20,F,Zimbabwe
786,HH720,2,F,Zimbabwe
787,HH720,0,F,Zimbabwe
788,HH721,55,M,Zimbabwe
789,HH722,13,F,Zimbabwe
790,HH723,7,M,Zimbabwe
791,HH724,13,M,Zimbabwe
792,HH725,3,F,Zimbabwe
793,HH726,38,M,Zimbabwe
794,HH727,20,M,Zimbabwe
795,HH728,7,M,Zimbabwe
796,HH729,22,M,Zimbabwe
797,HH729,0,F,Zimbabwe
798,HH730,8,M,Zimbabwe
799,HH731,30,M,Zimbabwe
800,HH732,5,M,Zimbabwe
801,HH732,17,"",Zimbabwe
802,HH733,1,F,Zimbabwe
803,HH734,1,M,Zimbabwe
804,HH735,12,F,Zimbabwe
805,HH736,1,M,Zimbabwe
806,HH737,2,M,Zimbabwe
807,HH738,8,F,Zimbabwe
808,HH739,35,F,Zimbabwe
809,HH739,0,F,Zimbabwe
810,HH739,19,F,Zimbabwe
811,HH740,31,M,Zimbabwe
812,HH741,22,F,Zimbabwe
813,HH742,16,F,Zimbabwe
814,HH743,13,F,Zimbabwe
815,HH744,20,M,Zimbabwe
816,HH744,0,F,Zimbabwe
817,HH745,4,"",Zimbabwe
818,HH746,41,M,Zimbabwe
819,HH747,56,F,Zimbabwe
820,HH748,17,F,Zimbabwe
821,HH749,3,F,Zimbabwe
822,HH750,9,"",Zimbabwe
823,HH751,35,M,Zimbabwe
824,HH752,7,F,Zimbabwe
825,HH752,0,F,Zimbabwe
826,HH753,49,M,Zimbabwe
827,HH754,39,F,Zimbabwe
828,HH755,4,M,Zimbabwe
829,HH756,17,"",Zimbabwe
830,HH757,5,F,Zimbabwe
831,HH758,0,M,Zimbabwe
832,HH759,7,M,Zimbabwe
833,HH759,0,F,Zimbabwe
834,HH760,5,M,Zimbabwe
835,HH760,0,F,Zimbabwe
836,HH761,4,F,Zimbabwe
837,HH762,18,F,Zimbabwe
838,HH763,3,M,Zimbabwe
839,HH764,11,F,Zimbabwe
840,HH765,20,F,Zimbabwe
841,HH766,4,F,Zimbabwe
842,HH767,5,F,Zimbabwe
843,HH768,21,F,Zimbabwe
844,HH769,7,M,Zimbabwe
845,HH770,6,F,Zimbabwe
846,HH771,20,M,Zimbabwe
847,HH771,0,"",Zimbabwe
848,HH772,24,M,Zimbabwe
849,HH773,16,M,Zimbabwe
850,HH773,0,M,Zimbabwe
851,HH774,47,M,Zimbabwe
852,HH775,57,M,Zimbabwe
853,HH776,13,F,Zimbabwe
854,HH777,12,M,Zimbabwe
855,HH778,11,F,Zimbabwe
856,HH779,35,M,Zimbabwe
857,HH780,6,F,Zimbabwe
858,HH781,16,F,Zimbabwe
859,HH782,41,F,Zimbabwe
860,HH783,22,F,Zimbabwe
861,HH784,17,M,Zimbabwe
862,HH785,2,M,Zimbabwe
863,HH786,5,M,Zimbabwe
864,HH787,41,M,Zimbabwe
865,HH788,2,F,Zimbabwe
866,HH789,40,M,Zimbabwe
867,HH790,18,F,Zimbabwe
868,HH791,2,F,Zimbabwe
869,HH792,7,F,Zimbabwe
870,HH793,33,F,Zimbabwe
871,HH793,0,M,Zimbabwe
872,HH794,5,"",Zimbabwe
873,HH795,80,M,Zimbabwe
874,HH796,19,F,Zimbabwe
875,HH797,0,M,Zimbabwe
876,HH798,24,M,Zimbabwe
877,HH799,1,M,Zimbabwe
878,HH800,0,M,Zimbabwe
879,HH801,1,"",Zimbabwe
880,HH802,63,M,Zimbabwe
881,HH803,9,F,Zimbabwe
882,HH804,19,M,Zimbabwe
883,HH804,0,M,Zimbabwe
884,HH805,14,F,Zimbabwe
885,HH806,30,M,Zimbabwe
886,HH807,13,F,Zimbabwe
887,HH808,0,"",Zimbabwe
888,HH809,16,M,Zimbabwe
889,HH810,40,M,Zimbabwe
890,HH811,1,M,Zimbabwe
891,HH812,13,F,Zimbabwe
892,HH813,9,F,Zimbabwe
893,HH814,9,M,Zimbabwe
894,HH815,52,M,Zimbabwe
895,HH816,34,M,Zimbabwe
896,HH816,0,F,Zimbabwe
897,HH817,14,F,Zimbabwe
898,HH818,29,M,Zimbabwe
899,HH819,3,"",Zimbabwe
900,HH820,12,M,Zimbabwe
901,HH821,52,M,Zimbabwe
902,HH822,12,M,Zimbabwe
903,HH823,15,F,Zimbabwe
904,HH824,13,M,Zimbabwe
905,HH825,12,"",Zimbabwe
906,HH826,73,M,Zimbabwe
907,HH827,21,F,Zimbabwe
908,HH828,17,M,Zimbabwe
909,HH829,2,M,Zimbabwe
910,HH830,9,F,Zimbabwe
911,HH831,8,F,Zimbabwe
912,HH832,8,F,Zimbabwe
913,HH833,45,M,Zimbabwe
914,HH834,83,M,Zimbabwe
915,HH835,30,M,Zimbabwe
916,HH836,4,M,Zimbabwe
917,HH836,0,"",Zimbabwe
918,HH837,11,F,Zimbabwe
919,HH838,3,M,Zimbabwe
920,HH839,50,M,Zimbabwe
921,HH840,2,F,Zimbabwe
922,HH841,9,M,Zimbabwe
923,HH842,3,"",Zimbabwe
924,HH843,18,F,Zimbabwe
925,HH844,14,M,Zimbabwe
926,HH845,25,F,Zimbabwe
927,HH846,3,F,Zimbabwe
928,HH847,2,"",Zimbabwe
929,HH848,8,F,Zimbabwe
930,HH849,8,F,Zimbabwe
931,HH850,11,M,Zimbabwe
932,HH851,17,M,Zimbabwe
933,HH852,12,M,Zimbabwe
934,HH853,24,"",Zimbabwe
935,HH853,0,"",Zimbabwe
936,HH854,6,M,Zimbabwe
937,HH855,13,F,Zimbabwe
938,HH856,32,M,Zimbabwe
939,HH857,38,M,Zimbabwe
940,HH858,15,F,Zimbabwe
941,HH859,4,M,Zimbabwe
942,HH860,10,M,Zimbabwe
943,HH861,20,F,Zimbabwe
944,HH862,13,F,Zimbabwe
945,HH863,19,M,Zimbabwe
946,HH864,1,F,Zimbabwe
947,HH865,54,M,Zimbabwe
948,HH866,2,F,Zimbabwe
949,HH867,6,F,Zimbabwe
950,HH868,7,F,Zimbabwe
951,HH868,0,F,Zimbabwe
952,HH869,38,M,Zimbabwe
953,HH870,51,M,Zimbabwe
954,HH870,29,M,Zimbabwe
955,HH871,5,M,Zimbabwe
956,HH872,1,"",Zimbabwe
957,HH873,9,M,Zimbabwe
958,HH874,23,M,Zimbabwe
959,HH875,4,F,Zimbabwe
960,HH876,11,F,Zimbabwe
961,HH877,10,F,Zimbabwe
962,HH878,20,F,Zimbabwe
963,HH879,6,F,Zimbabwe
964,HH880,5,M,Zimbabwe
965,HH881,9,F,Zimbabwe
966,HH882,14,M,Zimbabwe
967,HH883,1,M,Zimbabwe
968,HH884,4,M,Zimbabwe
969,HH885,10,"",Zimbabwe
970,HH885,5,F,Zimbabwe
971,HH886,2,F,Zimbabwe
972,HH886,38,M,Zimbabwe
973,HH887,13,F,Zimbabwe
974,HH888,40,M,Zimbabwe
975,HH888,0,M,Zimbabwe
976,HH889,13,M,Zimbabwe
977,HH890,14,M,Zimbabwe
978,HH891,24,F,Zimbabwe
979,HH892,1,F,Zimbabwe
980,HH893,11,M,Zimbabwe
981,HH894,15,M,Zimbabwe
982,HH895,1,F,Zimbabwe
983,HH896,10,M,Zimbabwe
984,HH897,52,M,Zimbabwe
985,HH898,3,"",Zimbabwe
986,HH899,9,M,Zimbabwe
987,HH900,4,M,Zimbabwe
988,HH901,15,M,Zimbabwe
989,HH902,13,F,Zimbabwe
990,HH903,49,M,Zimbabwe
991,HH904,6,"",Zimbabwe
992,HH905,8,M,Zimbabwe
993,HH906,68,M,Zimbabwe
994,HH907,42,F,Zimbabwe
995,HH908,10,M,Zimbabwe
996,HH909,2,M,Zimbabwe
997,HH910,48,F,Zimbabwe
998,HH911,22,M,Zimbabwe
999,HH912,8,F,Zimbabwe
1000,HH913,59,M,Zimbabwe
1001,HH914,6,M,Zimbabwe
1002,HH915,16,M,Zimbabwe
1003,HH916,18,M,Zimbabwe
1004,HH917,28,M,Zimbabwe
1005,HH918,8,M,Zimbabwe
1006,HH918,0,"",Zimbabwe
1007,HH919,51,M,Zimbabwe
1008,HH920,35,F,Zimbabwe
1009,HH921,30,"",Zimbabwe
1010,HH922,16,M,Zimbabwe
1011,HH923,7,F,Zimbabwe
1012,HH924,7,F,Zimbabwe
1013,HH925,7,"",Zimbabwe
1014,HH925,0,"",Zimbabwe
1015,HH926,5,M,Zimbabwe
1016,HH927,14,"",Zimbabwe
1017,HH928,45,M,Zimbabwe
1018,HH929,7,F,Zimbabwe
1019,HH930,6,M,Zimbabwe
1020,HH931,14,M,Zimbabwe
1021,HH932,25,M,Zimbabwe
1022,HH932,0,F,Zimbabwe
1023,HH933,15,M,Zimbabwe
1024,HH934,10,F,Zimbabwe
1025,HH935,6,M,Zimbabwe
1026,HH936,11,F,Zimbabwe
1027,HH937,2,F,Zimbabwe
1028,HH938,2,M,Zimbabwe
1029,HH939,19,M,Zimbabwe
1030,HH940,40,M,Zimbabwe
1031,HH941,13,F,Zimbabwe
1032,HH941,0,"",Zimbabwe
1033,HH942,10,"",Zimbabwe
1034,HH943,8,F,Zimbabwe
1035,HH944,56,M,Zimbabwe
1036,HH945,5,F,Zimbabwe
1037,HH946,0,"",Zimbabwe
1038,HH947,0,"",Zimbabwe
1039,HH948,44,M,Zimbabwe
1040,HH948,15,F,Zimbabwe
1041,HH949,2,M,Zimbabwe
1042,HH950,40,M,Zimbabwe
1043,HH951,21,M,Zimbabwe
1044,HH952,2,"",Zimbabwe
1045,HH953,5,M,Zimbabwe
1046,HH954,53,M,Zimbabwe
1047,HH955,8,F,Zimbabwe
1048,HH956,31,M,Zimbabwe
1049,HH957,8,"",Zimbabwe
1050,HH957,8,M,Zimbabwe
1051,HH957,0,F,Zimbabwe
1052,HH958,45,F,Zimbabwe
1053,HH959,39,F,Zimbabwe
1054,HH960,13,F,Zimbabwe
1055,HH961,0,F,Zimbabwe
1056,HH962,8,M,Zimbabwe
1057,HH963,1,"",Zimbabwe
1058,HH964,16,F,Zimbabwe
1059,HH965,2,F,Zimbabwe
1060,HH966,16,F,Zimbabwe
1061,HH967,17,F,Zimbabwe
1062,HH968,48,F,Zimbabwe
1063,HH969,64,M,Zimbabwe
1064,HH970,5,"",Zimbabwe
1065,HH971,1,"",Zimbabwe
1066,HH972,4,M,Zimbabwe
1067,HH973,4,M,Zimbabwe
1068,HH974,28,M,Zimbabwe
1069,HH975,13,M,Zimbabwe
1070,HH976,1,F,Zimbabwe
1071,HH977,17,M,Zimbabwe
1072,HH978,7,F,Zimbabwe
1073,HH979,59,F,Zimbabwe
1074,HH980,37,F,Zimbabwe
1075,HH981,1,F,Zimbabwe
1076,HH982,2,"",Zimbabwe
1077,HH983,11,F,Zimbabwe
1078,HH983,3,"",Zimbabwe
1079,HH984,17,M,Zimbabwe
1080,HH985,3,F,Zimbabwe
1081,HH986,18,F,Zimbabwe
1082,HH987,14,M,Zimbabwe
1083,HH988,16,"",Zimbabwe
1084,HH989,74,M,Zimbabwe
1085,HH990,3,M,Zimbabwe
1086,HH991,5,M,Zimbabwe
1087,HH992,10,F,Zimbabwe
1088,HH993,72,F,Zimbabwe
1089,HH994,45,M,Zimbabwe
1090,HH995,24,"",Zimbabwe
1091,HH996,15,M,Zimbabwe
1092,HH997,53,M,Zimbabwe
1093,HH998,7,M,Zimbabwe
1094,HH999,13,F,Zimbabwe
1095,HH1000,0,F,Zimbabwe
1096,HH1001,9,F,Zimbabwe
1097,HH1002,6,F,Zimbabwe
1098,HH1003,16,F,Zimbabwe
1099,HH1004,2,F,Zimbabwe
1100,HH1005,17,F,Zimbabwe
1101,HH1006,2,M,Zimbabwe
1102,HH1007,25,F,Zimbabwe
1103,HH1007,42,F,Zimbabwe
1104,HH1008,28,M,Zimbabwe
1105,HH1009,62,F,Zimbabwe
1106,HH1010,17,M,Zimbabwe
1107,HH1011,64,M,Zimbabwe
1108,HH1012,5,F,Zimbabwe
1109,HH1013,7,M,Zimbabwe
1110,HH1014,28,F,Zimbabwe
1111,HH1015,12,F,Zimbabwe
1112,HH1016,14,F,Zimbabwe
1113,HH1017,17,F,Zimbabwe
1114,HH1018,11,F,Zimbabwe
1115,HH1019,8,M,Zimbabwe
1116,HH1020,45,M,Zimbabwe
1117,HH1021,76,M,Zimbabwe
1118,HH1022,67,M,Zimbabwe
1119,HH1023,43,F,Zimbabwe
1120,HH1024,31,F,Zimbabwe
1121,HH1025,18,F,Zimbabwe
1122,HH1026,10,F,Zimbabwe
1123,HH1027,3,M,Zimbabwe
1124,HH1028,15,F,Zimbabwe
1125,HH1029,3,M,Zimbabwe
1126,HH1030,1,M,Zimbabwe
1127,HH1031,2,M,Zimbabwe
1128,HH1032,15,F,Zimbabwe
1129,HH1033,30,F,Zimbabwe
1130,HH1034,10,F,Zimbabwe
1131,HH1035,23,M,Zimbabwe
1132,HH1035,0,M,Zimbabwe
1133,HH1036,14,M,Zimbabwe
1134,HH1037,10,F,Zimbabwe
1135,HH1038,48,M,Zimbabwe
1136,HH1039,8,F,Zimbabwe
1137,HH1040,42,M,Zimbabwe
1138,HH1041,15,M,Zimbabwe
1139,HH1042,23,M,Zimbabwe
1140,HH1043,78,F,Zimbabwe
1141,HH1044,35,M,Zimbabwe
1142,HH1045,31,M,Zimbabwe
1143,HH1046,23,M,Zimbabwe
1144,HH1046,0,M,Zimbabwe
1145,HH1047,40,M,Zimbabwe
1146,HH1048,24,F,Zimbabwe
1147,HH1049,23,F,Zimbabwe
1148,HH1050,24,M,Zimbabwe
1149,HH1051,11,F,Zimbabwe
1150,HH1052,7,F,Zimbabwe
1151,HH1053,1,M,Zimbabwe
1152,HH1054,48,M,Zimbabwe
1153,HH1055,13,F,Zimbabwe
1154,HH1056,3,M,Zimbabwe
1155,HH1057,80,"",Zimbabwe
1156,HH1058,7,F,Zimbabwe
1157,HH1059,67,M,Zimbabwe
1158,HH1060,18,M,Zimbabwe
1159,HH1061,15,M,Zimbabwe
1160,HH1062,47,M,Zimbabwe
1161,HH1063,0,F,Zimbabwe
1162,HH1064,69,M,Zimbabwe
1163,HH1065,5,M,Zimbabwe
1164,HH1066,11,F,Zimbabwe
1165,HH1067,2,"",Zimbabwe
1166,HH1068,2,M,Zimbabwe
1167,HH1069,0,"",Zimbabwe
1168,HH1070,41,M,Zimbabwe
1169,HH1071,6,F,Zimbabwe
1170,HH1072,17,F,Zimbabwe
1171,HH1073,1,"",Zimbabwe
1172,HH1074,26,F,Zimbabwe
1173,HH1075,31,M,Zimbabwe
1174,HH1075,0,"",Zimbabwe
1175,HH1076,2,F,Zimbabwe
1176,HH1077,31,M,Zimbabwe
1177,HH1078,6,F,Zimbabwe
1178,HH1079,6,M,Zimbabwe
1179,HH1080,3,F,Zimbabwe
1180,HH1081,37,M,Zimbabwe
1181,HH1081,0,"",Zimbabwe
1182,HH1082,5,F,Zimbabwe
1183,HH1082,0,M,Zimbabwe
1184,HH1083,14,M,Zimbabwe
1185,HH1084,1,"",Zimbabwe
1186,HH1085,16,F,Zimbabwe
1187,HH1086,1,"",Zimbabwe
1188,HH1087,28,M,Zimbabwe
1189,HH1087,0,M,Zimbabwe
1190,HH1088,21,F,Zimbabwe
1191,HH1089,10,F,Zimbabwe
1192,HH1090,3,F,Zimbabwe
1193,HH1091,37,M,Zimbabwe
1194,HH1092,10,F,Zimbabwe
1195,HH1093,8,M,Zimbabwe
1196,HH1094,12,F,Zimbabwe
1197,HH1095,29,M,Zimbabwe
1198,HH1096,28,"",Zimbabwe
1199,HH1097,5,F,Zimbabwe
1200,HH1098,4,"",Zimbabwe
1201,HH1099,23,M,Zimbabwe
1202,HH1100,13,M,Zimbabwe
1203,HH1101,7,"",Zimbabwe
1204,HH1102,18,F,Zimbabwe
1205,HH1103,16,M,Zimbabwe
1206,HH1104,13,M,Zimbabwe
1207,HH1105,8,F,Zimbabwe
1208,HH1106,12,M,Zimbabwe
1209,HH1107,4,F,Zimbabwe
1210,HH1108,25,"",Zimbabwe
1211,HH1109,12,F,Zimbabwe
1212,HH1110,3,M,Zimbabwe
1213,HH1111,17,M,Zimbabwe
1214,HH1112,6,M,Zimbabwe
1215,HH1113,15,M,Zimbabwe
1216,HH1114,10,F,Zimbabwe
1217,HH1115,16,F,Zimbabwe
1218,HH1116,13,F,Zimbabwe
1219,HH1117,9,M,Zimbabwe
1220,HH1118,20,F,Zimbabwe
1221,HH1119,54,M,Zimbabwe
1222,HH1120,20,F,Zimbabwe
1223,HH1121,9,F,Zimbabwe
1224,HH1122,14,F,Zimbabwe
1225,HH1123,4,"",Zimbabwe
1226,HH1124,2,M,Zimbabwe
1227,HH1125,68,M,Zimbabwe
1228,HH1126,0,"",Zimbabwe
1229,HH1127,0,"",Zimbabwe
1230,HH1128,0,F,Zimbabwe
1231,HH1129,35,M,Zimbabwe
1232,HH1130,8,M,Zimbabwe
1233,HH1131,3,F,Zimbabwe
1234,HH1132,26,M,Zimbabwe
1235,HH1133,22,F,Zimbabwe
1236,HH1134,29,M,Zimbabwe
1237,HH1135,26,M,Zimbabwe
1238,HH1136,5,"",Zimbabwe
1239,HH1137,14,F,Zimbabwe
1240,HH1138,5,"",Zimbabwe
1241,HH1139,12,M,Zimbabwe
1242,HH1140,4,"",Zimbabwe
1243,HH1141,9,F,Zimbabwe
1244,HH1142,36,M,Zimbabwe
1245,HH1143,7,F,Zimbabwe
